,ticker,year,post_to,pl_dtt,pl_lnctm,pl_lntt,bs_tts,bs_vcsh,pl_tnlt,Industry3,Industry2,Industry1,count
4128,CYC,2021,UPCoM,136528897362.0,-37847270684.0,-37847270684.0,214594645600.0,-75409869399.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4129,CZC,2008,OTC,742253587224.0,11932109100.0,15978279488.0,101418501631.0,43175033498.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4130,CZC,2009,OTC,694331977028.0,19363231334.0,23416837223.0,107976682865.0,54270776881.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4131,CZC,2010,OTC,716062453689.0,11508131338.0,15094893451.0,156569340889.0,49325593850.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4132,CZC,2011,OTC,1039223645688.0,21155785970.0,28198214627.0,191139967904.0,59932446867.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4133,CZC,2012,OTC,1179413259063.0,12916961484.0,17277678525.0,202529844614.0,65073910481.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4134,CZC,2013,OTC,727503815024.0,8216076334.0,10949458501.0,186099067225.0,67074521276.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4135,CZC,2014,OTC,624456482961.0,6647984869.0,8882230561.0,161617767438.0,68002413082.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4136,CZC,2015,OTC,528237374268.0,4705016948.0,6084721752.0,139507516568.0,71540263121.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4137,CZC,2016,OTC,432223849672.0,1970575196.0,2500433678.0,188366047171.0,70225430233.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4138,CZC,2017,OTC,429578112782.0,2359292152.0,3001164615.0,142409448913.0,70552979757.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4139,CZC,2018,OTC,428768656882.0,2955171887.0,3742110149.0,157355085626.0,71113509305.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4140,CZC,2019,OTC,382727658522.0,1515122417.0,1923881433.0,179509065698.0,69656892626.0,,Than đá và nhiên liệu khác,Năng lượng,Năng lượng,12
4143,D11,2008,HNX,37385881066.0,-16471161788.0,-16471161788.0,194841085049.0,9388780542.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4144,D11,2009,HNX,103356198675.0,36792722187.0,44296851642.0,188479798473.0,43922591448.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4145,D11,2010,HNX,99092018187.0,31691054281.0,41405664683.0,119364746441.0,60602186066.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4146,D11,2011,HNX,197768496963.0,36563119057.0,45520757669.0,174647926635.0,90363236529.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4147,D11,2012,HNX,16256531382.0,1064271015.0,1064271015.0,172593027787.0,89763213885.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4148,D11,2013,HNX,82502583749.0,1207960715.0,1611903007.0,171526545027.0,87124316327.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4149,D11,2014,HNX,96190462651.0,1366012993.0,1857562458.0,161321418198.0,81584264095.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4150,D11,2015,HNX,100020035367.0,2037682403.0,2614472312.0,163261775081.0,78031420987.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4151,D11,2016,HNX,109313362424.0,1021599176.0,1330633061.0,195843597547.0,97067023543.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4152,D11,2017,HNX,96286795100.0,1861356086.0,2326695107.0,351201600222.0,89071425216.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4153,D11,2018,HNX,196131787466.0,14001233821.0,17572452201.0,548968209518.0,94015608964.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4154,D11,2019,HNX,397393651430.0,29062902301.0,35263970793.0,642650019125.0,109436617920.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4155,D11,2020,HNX,188227333904.0,34133546061.0,39713561143.0,652766203733.0,129120651700.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4156,D11,2021,HNX,298505534233.0,45431391085.0,56697517317.0,365719594089.0,166329473169.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4157,D26,2008,OTC,39465838758.0,2403596587.0,2769505133.0,33173287520.0,14002596716.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4158,D26,2009,OTC,44835364338.0,3031685826.0,3360352206.0,44157826151.0,15090711095.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4159,D26,2010,OTC,66952937305.0,4691585400.0,5828577440.0,51614110416.0,21464722705.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4160,D26,2011,OTC,60015486389.0,2495698982.0,3188726090.0,48151089962.0,19736220445.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4161,D26,2012,OTC,49240829729.0,2020945154.0,2529832931.0,47220422359.0,18909668662.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4162,D26,2013,OTC,36522801482.0,702730469.0,965190252.0,39118484436.0,17178921924.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4163,D26,2014,OTC,35492413672.0,1761872123.0,2265028544.0,37581282922.0,17705460376.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4164,D26,2015,OTC,56275720113.0,1886093611.0,2438886724.0,50958726332.0,16481652014.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4165,D26,2016,OTC,82412860076.0,3427053020.0,4450941869.0,59318887963.0,17926264881.0,,Xây dựng,Tư liệu sản xuất,Công nghiệp,9
4171,D2D,2008,HOSE,265048259331.0,49432105443.0,72322498743.0,567961185602.0,248084196788.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4172,D2D,2009,HOSE,211791718744.0,51424644136.0,62231543739.0,766185868878.0,270175238904.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4173,D2D,2010,HOSE,220780789316.0,98384254556.0,135016408220.0,822882471837.0,306476279420.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4174,D2D,2011,HOSE,249117759921.0,40281133562.0,57571609918.0,720089893616.0,315941817943.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4175,D2D,2012,HOSE,294741323355.0,39256737881.0,56213858561.0,834244482684.0,322393374198.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4176,D2D,2013,HOSE,238065634995.0,44748667750.0,61745136832.0,1112360833423.0,333106444388.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4177,D2D,2014,HOSE,295588286521.0,57298237751.0,71099065331.0,1114028385137.0,390114731872.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4178,D2D,2015,HOSE,277038915630.0,54699484742.0,69585157872.0,1105782624479.0,382949418910.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4179,D2D,2016,HOSE,412150718430.0,55614495703.0,70314972109.0,1375057627376.0,400376658745.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4180,D2D,2017,HOSE,241429696379.0,75339589263.0,94191175646.0,1244420580238.0,424681884956.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4181,D2D,2018,HOSE,282522138897.0,94360996072.0,118336001493.0,1590547655319.0,474344477028.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4182,D2D,2019,HOSE,763774109001.0,375191946009.0,468997640573.0,2098644478968.0,797130746837.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4183,D2D,2020,HOSE,357302598786.0,268126886841.0,337337355546.0,2003613451374.0,969394441390.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4184,D2D,2021,HOSE,472312468762.0,242714607941.0,303371735909.0,1786012429435.0,1096995503331.0,,Bất động sản phức hợp,Quản lý và phát triển bất động sản,Bất động sản,14
4185,DAC,2008,UPCoM,40584482836.0,9851663192.0,11420367790.0,29595325283.0,20172080728.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4186,DAC,2009,UPCoM,60049341452.0,13511866740.0,15444055183.0,45424030525.0,22887629026.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4187,DAC,2010,UPCoM,53561298805.0,7283509425.0,8324010772.0,51346538185.0,27304734321.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4188,DAC,2011,UPCoM,54007621055.0,3225215671.0,4300837561.0,52275183083.0,29094900255.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4189,DAC,2012,UPCoM,34111981162.0,-4505116303.0,-4505116303.0,48260365736.0,19900448116.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4190,DAC,2013,UPCoM,39932866015.0,-2169351491.0,-2169351491.0,40686190844.0,17731096625.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4191,DAC,2014,UPCoM,41591732635.0,655761984.0,655761984.0,41857051367.0,17136858609.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4192,DAC,2015,UPCoM,41953991625.0,-6413261166.0,-6413261166.0,33637768661.0,10585597443.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4193,DAC,2016,UPCoM,62019949693.0,1326917380.0,1359947422.0,31885284177.0,7897464016.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4194,DAC,2017,UPCoM,58839830847.0,4031639112.0,4169733921.0,28629903580.0,11929103128.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4195,DAC,2018,UPCoM,49616805066.0,326308206.0,457882352.0,31205966330.0,12255411334.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4196,DAC,2019,UPCoM,52265488166.0,-917102635.0,-917102635.0,27575777047.0,10948121199.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4197,DAC,2020,UPCoM,46707636771.0,-2760826032.0,-2760826032.0,22577370257.0,8187295167.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4198,DAC,2021,UPCoM,36490433216.0,-3609838913.0,-3609838913.0,23876936036.0,4577456254.0,,Vật liệu xây dựng,Vật liệu xây dựng,Nguyên vật liệu,14
4199,DAD,2008,HNX,79574037647.0,7410355616.0,10049275143.0,56016337025.0,51259440222.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4200,DAD,2009,HNX,73817758030.0,8720527055.0,10553188408.0,70956863158.0,51306014567.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4201,DAD,2010,HNX,75003547152.0,8844736174.0,11750465141.0,74117209967.0,50695072080.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4202,DAD,2011,HNX,87777958990.0,10576915266.0,12631128077.0,77908742467.0,52173018772.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4203,DAD,2012,HNX,113362437475.0,15742234481.0,16956705056.0,87438685206.0,57129838750.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4204,DAD,2013,HNX,124802871362.0,14505232089.0,16211820150.0,123129940624.0,61199061288.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4205,DAD,2014,HNX,120492741974.0,11771337607.0,15303518292.0,96725306509.0,64215898254.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4206,DAD,2015,HNX,130432348511.0,12876096235.0,16919561066.0,92937699704.0,75160580053.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4207,DAD,2016,HNX,126013315426.0,13247878488.0,16972610606.0,98556092577.0,70248996768.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4208,DAD,2017,HNX,133486551473.0,9194849228.0,11711336185.0,94684031721.0,78064618612.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4209,DAD,2018,HNX,136292667793.0,12680223439.0,16048240719.0,93786038085.0,79628712104.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4210,DAD,2019,HNX,171950747474.0,13364019017.0,17211887745.0,111837108173.0,83478443419.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4211,DAD,2020,HNX,191346472552.0,13912378213.0,16532856204.0,113817216082.0,87218625418.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4212,DAD,2021,HNX,261631365137.0,13825136957.0,18529378336.0,129601565900.0,91289934982.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4213,DAE,2008,HNX,50392418228.0,3506720917.0,4111182275.0,43437470883.0,18065577297.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4214,DAE,2009,HNX,55817267803.0,3601816729.0,4380936399.0,47908186089.0,18832512026.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4215,DAE,2010,HNX,54106811132.0,4017353766.0,5298119921.0,55487368305.0,19456847703.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4216,DAE,2011,HNX,54954230548.0,4383363578.0,5301916470.0,49673697146.0,22002129837.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4217,DAE,2012,HNX,62924322723.0,5206178246.0,5699231702.0,39216061698.0,23723439999.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4218,DAE,2013,HNX,62988943388.0,5114379246.0,5725269580.0,39900678944.0,25669210981.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4219,DAE,2014,HNX,64680296460.0,4567931197.0,5835293037.0,41202562479.0,25818082562.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4220,DAE,2015,HNX,62099135567.0,4513566234.0,5784028505.0,37477835895.0,27121318874.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4221,DAE,2016,HNX,71990108167.0,4737397963.0,5981360453.0,38910434662.0,31005985204.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4222,DAE,2017,HNX,69535935559.0,4665368806.0,5825632958.0,36708408773.0,30035811625.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4223,DAE,2018,HNX,58147354721.0,4612368507.0,5750267234.0,36561180948.0,31420065801.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4224,DAE,2019,HNX,62989609018.0,4591361359.0,5725345671.0,43187253042.0,35184982115.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4225,DAE,2020,HNX,52231266892.0,4841290247.0,5678081718.0,50437375330.0,36756952118.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4226,DAE,2021,HNX,58115068128.0,4955852956.0,5743275590.0,46826842442.0,38623482483.0,,Truyền thông và xuất bản,Truyền thông và xuất bản,Hàng tiêu dùng không thiết yếu,14
4227,DAG,2008,HOSE,160158724600.0,4871429154.0,4871429154.0,215978507330.0,106090168213.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4228,DAG,2009,HOSE,217413215799.0,17950758174.0,18431417044.0,307818077843.0,120151369690.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4229,DAG,2010,HOSE,328363834659.0,20098839989.0,22142842612.0,393184237554.0,125011629169.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4230,DAG,2011,HOSE,599862554536.0,14460300142.0,18564891803.0,569410279277.0,151079052393.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4231,DAG,2012,HOSE,893454593039.0,23891695016.0,27856681053.0,634139052220.0,174010255920.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4232,DAG,2013,HOSE,1000976424198.0,26764532297.0,30509695601.0,695089002930.0,177639930465.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4233,DAG,2014,HOSE,1107965005487.0,29565078784.0,32770184687.0,794460219140.0,189625512579.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4234,DAG,2015,HOSE,1254000821029.0,40394022558.0,44410577611.0,950004974147.0,467001650206.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4235,DAG,2016,HOSE,1393142677170.0,52969114963.0,57571984806.0,1074867193397.0,498535543120.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4236,DAG,2017,HOSE,1645576445762.0,59287450320.0,69052259780.0,1292407169955.0,587726552191.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4237,DAG,2018,HOSE,1555337160614.0,53959880778.0,66462426351.0,1379911646102.0,618741992090.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4238,DAG,2019,HOSE,1635438878674.0,53158186674.0,71210624417.0,1614127642707.0,672243437806.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4239,DAG,2020,HOSE,1764913586314.0,7616696387.0,10003110074.0,1748290766359.0,677257388472.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4240,DAG,2021,HOSE,1953961275156.0,5929066162.0,12181882327.0,2028803406674.0,679778264410.0,,Bao bì và đóng gói,Vật liệu xây dựng,Nguyên vật liệu,14
4246,DAH,2013,HOSE,32859889280.0,-2683985522.0,-2675039216.0,237321942041.0,78111340244.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4247,DAH,2014,HOSE,41006125934.0,1954089858.0,1949545838.0,353882633400.0,113160430102.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4248,DAH,2015,HOSE,112778022295.0,5990758675.0,7685439249.0,397054579576.0,119151188777.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4249,DAH,2016,HOSE,194478943098.0,29677345725.0,37056803849.0,720024995488.0,376828534502.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4250,DAH,2017,HOSE,246601545770.0,27261622742.0,34207459894.0,721808016568.0,373632883923.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4251,DAH,2018,HOSE,247866683167.0,9004381610.0,11583349380.0,726128064843.0,361791589931.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4252,DAH,2019,HOSE,117452173942.0,609269875.0,1591377940.0,624018306818.0,361662640725.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4253,DAH,2020,HOSE,12337366562.0,-33137274514.0,-31282840243.0,613536469679.0,328285366211.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4254,DAH,2021,HOSE,691624639904.0,34982183735.0,46650478606.0,1127092212944.0,863267549946.0,,"Khách sạn, nhà hàng & Giải trí",Hàng tiêu dùng lâu bền và trang phục,Hàng tiêu dùng không thiết yếu,9
4255,DAN,2021,UPCoM,452438409449.0,56721382236.0,71469756028.0,886481393995.0,626355324505.0,,Dược phẩm,Dược phẩm & Công nghệ sinh học,Y tế,1
4256,DAP,2008,OTC,126490248258.0,5438987986.0,7340064759.0,44934264603.0,19347717904.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4257,DAP,2009,OTC,117289630162.0,7398946983.0,9376454009.0,48791090319.0,27183297043.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4258,DAP,2010,OTC,163724869110.0,9757763684.0,13146263275.0,60207730185.0,34838913756.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4259,DAP,2011,OTC,204937157758.0,10226433000.0,13763594979.0,76475165895.0,41206466237.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4260,DAP,2012,OTC,224146344753.0,11080051786.0,14191743858.0,85820730708.0,46673355782.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4261,DAP,2013,OTC,228836735934.0,10884585630.0,14702861161.0,98167891934.0,52500349040.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4262,DAP,2014,OTC,250699824549.0,11655841071.0,15041267528.0,99367164868.0,57852588490.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4263,DAP,2015,OTC,283429142917.0,12933757345.0,16759634757.0,130623583136.0,64388698352.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4264,DAP,2016,OTC,303369418005.0,13688971772.0,17224423224.0,156246561478.0,73186312651.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4265,DAP,2017,OTC,324829369323.0,14014448298.0,17550426930.0,196680635777.0,83070642611.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4266,DAP,2018,OTC,340094179154.0,11480086442.0,14589334044.0,212062353315.0,90862940076.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4267,DAP,2019,OTC,364964262839.0,12409646922.0,15784053785.0,214669815040.0,100298685014.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4268,DAP,2020,OTC,353209718192.0,18397185789.0,23064505020.0,220651059846.0,115410500876.0,,Giấy,Giấy và các sản phẩm từ gỗ,Nguyên vật liệu,13
4274,DAR,2012,UPCoM,77129947538.0,3223423965.0,3223423965.0,73029138833.0,18436790185.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4275,DAR,2013,UPCoM,76106590884.0,7152128006.0,7152128006.0,76590913224.0,25588918191.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4276,DAR,2014,UPCoM,59924845467.0,4167934253.0,5380146450.0,120364000329.0,29359830322.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4277,DAR,2015,UPCoM,98874083885.0,2297079116.0,2944973226.0,152217242300.0,66731353055.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4278,DAR,2016,UPCoM,79345905547.0,6076083241.0,7600099676.0,231526547028.0,65555324973.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4279,DAR,2017,UPCoM,663077454797.0,21578170022.0,26972712527.0,399958832451.0,87111782167.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4280,DAR,2018,UPCoM,282386313818.0,9589722847.0,12013629532.0,272062436578.0,78838925641.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4281,DAR,2019,UPCoM,258196585083.0,10211246843.0,12816798384.0,223463853526.0,82139361669.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4282,DAR,2020,UPCoM,147059533867.0,2280128973.0,2680682331.0,199795467874.0,87177628479.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4283,DAR,2021,UPCoM,40278643608.0,245936740.0,286939661.0,174276367320.0,81891280219.0,,Vận tải đường bộ & đường sắt,Vận tải,Công nghiệp,10
4284,DAS,2008,UPCoM,307488013138.0,1076251510.0,1248222025.0,175100067243.0,44982624600.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4285,DAS,2009,UPCoM,229500291795.0,5396919762.0,6552136904.0,174997705782.0,50889069073.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4286,DAS,2010,UPCoM,179815796526.0,9114192895.0,12199529864.0,173798073299.0,55146587622.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4287,DAS,2011,UPCoM,230661555104.0,6873292554.0,10011431832.0,93966635256.0,56820816660.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4288,DAS,2012,UPCoM,78392559024.0,-3192227508.0,-3192227508.0,76616569957.0,46604323822.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4289,DAS,2013,UPCoM,105517066814.0,-2282705767.0,-1952904943.0,72002983936.0,44321618055.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4290,DAS,2014,UPCoM,181462850796.0,159360557.0,212144932.0,83923077526.0,44480978612.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4291,DAS,2015,UPCoM,238953047781.0,1265328028.0,1265328028.0,98138088833.0,46735306640.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4292,DAS,2016,UPCoM,155818132189.0,1613796184.0,1623959058.0,62554918749.0,48349102824.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4293,DAS,2017,UPCoM,189690858718.0,1285843806.0,1607304757.0,74771525650.0,49634946630.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4294,DAS,2018,UPCoM,324665666422.0,1245955120.0,1557443900.0,133344153194.0,49912317370.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4295,DAS,2019,UPCoM,789193465805.0,2728764773.0,3410955966.0,122457227724.0,51244027080.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4296,DAS,2020,UPCoM,418068004417.0,1284781632.0,1605977040.0,120135828996.0,50968644588.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4297,DAS,2021,UPCoM,394705684510.0,409233592.0,511541990.0,126638494883.0,49556552201.0,,Bán lẻ,Bán lẻ,Hàng tiêu dùng không thiết yếu,14
4302,DAT,2012,HOSE,374172612181.0,13477805825.0,14820063068.0,356936314821.0,156348651208.0,,Thực phẩm,Thực phẩm & Đồ uống,Hàng tiêu dùng thiết yếu,10
